,Names,R2 1st Wave,RMSE 1st Wave,MAE 1st Wave,R2 2nd Wave,RMSE 2nd Wave,MAE 2nd Wave,R2 3rd+4th Wave,RMSE 3rd+4th Wave,MAE 3rd+4th Wave,R2 All Data,RMSE All Data,MAE All Data
81,"ARMAX(2,0,4)",0.89980817829547,17747.986177209812,1573.3744265135754,0.8304260324599739,110764.90630731231,7760.042437443883,0.8964653017270456,24073.815287774258,2219.5574261012853,0.9042318875339586,259444.96818720255,3757.988383551488
82,"ARIMAX(2,1,1)",0.8564148706365209,21246.51367422377,1806.8906786378814,0.8080620540215924,117842.78973489042,8159.478129324956,0.8633181752912398,27660.329347635638,2382.5085130544103,0.8892948715652483,278945.04952127853,3825.700692979514
83,"ARIMAX(2,1,2)",0.8276818539890337,23275.469598692805,1740.513282328946,0.8202145565823964,114051.19931469214,7952.233019011787,0.9065238891726314,22874.535311710726,2020.6166484505363,0.9107233787686414,250497.65293563993,3504.88904404379
84,"ARIMAX(2,1,3)",0.8917381018650844,18448.912193421354,1620.5248021349616,0.8280433115352949,111540.38268107915,7787.55853795841,0.9106389799977814,22365.366614599025,2045.1147286207151,0.8916252064924268,275993.5481548819,3851.6030096430386
85,"ARIMAX(2,1,4)",0.8985823653394852,17856.226408668183,1598.6439115452556,0.8281075778957372,111519.53741943682,8032.68238067766,0.9056218954355705,22984.633777260868,2043.855429348154,0.907161988768317,255445.1741867093,3554.8289458627787
86,"ARIMAX(2,2,1)",0.8316427473288808,23006.410274215064,1887.0659382526694,0.764231207269923,130606.78936128579,8523.587019677527,0.8352102385561234,30371.55831281368,2530.992090949238,0.8767329674274711,294346.08169480803,4015.9766518811016
87,"ARIMAX(2,2,2)",0.8657789760084529,20542.023378570466,1721.0784957421367,0.7860729660618919,124410.03968393555,8127.380191667188,0.8276051836604948,31064.478299694987,2470.511472230813,0.8711461091228949,300942.5224250932,3762.186151022313
88,"ARIMAX(2,2,3)",0.8720425067304861,20056.99226485021,1722.4489197563869,0.8011931451896113,119932.88230695175,8425.25992050146,0.8569237677576533,28299.95274571134,2392.4376804986587,0.8908690082176026,276954.7635597471,3789.4732191425537
89,"ARIMAX(2,2,4)",0.8847518365755906,19034.871611796345,1673.040256156654,0.8108855213733276,116972.82633460517,8280.839822544542,0.8871867513923308,25129.393999884738,2248.3966545860085,0.8909134556176147,276898.3580757213,3778.846698205852
90,"ARX(3,0,0)",0.8353911156045062,22748.857016604412,1850.336027761651,0.7857541373399198,124502.71316526135,8827.656821622204,0.8407525728346534,29856.450500491093,2466.5285472239184,0.8804117044433102,289920.63440642325,3906.4547279272583
91,"ARMAX(3,0,1)",0.8553692351010002,21323.735494124037,1823.3466187631404,0.7860247719094086,124424.05263653079,8854.502579276032,0.8608679915860593,27907.150215251626,2415.645346979558,0.8901885557140929,277816.85465281596,3804.277715251194
92,"ARMAX(3,0,2)",0.8579411958983589,21133.28560879385,1849.54851188925,0.8220645688288498,113462.88216394886,8473.896346717178,0.8596145265421002,28032.578590386893,2394.5746249050917,0.8946778617127484,272078.7490373611,3645.2167068091526
93,"ARMAX(3,0,3)",0.8776525497516129,19612.38485036405,1721.8445108336107,0.8178211342457974,114807.85175023961,8988.382618346172,0.9066861777120777,22854.669874648658,2082.5488530688262,0.8926721753838034,274657.1768588787,3808.829924864272
94,"ARMAX(3,0,4)",0.9000499154765442,17726.562576563556,1584.0535359758949,0.8688263327901724,97419.50618895011,6864.182506096398,0.9006713134734503,23579.75613147903,2083.661483893577,0.9075770002203639,254873.57957122684,3527.065426697848
95,"ARIMAX(3,1,1)",0.8569203008644687,21209.086061911923,1809.5700405657797,0.8300617137716203,110883.8280819127,8019.624052866533,0.8668182184218896,27303.880402644536,2320.8122569612174,0.890322373901498,277647.52675993746,3767.085000050109
96,"ARIMAX(3,1,2)",0.8605167549836858,20940.833632847538,1730.5874709615064,0.8205317693471,113950.5391389872,7980.128111599376,0.906633110975021,22861.167574269515,2025.7700197635068,0.8892949097572707,278945.0014048244,3825.580358150641
97,"ARIMAX(3,1,3)",0.8850079005181658,19013.713553651716,1663.806569082381,0.852357373058209,103354.28231673365,7497.938058626146,0.9082156213220104,22666.59835140304,2005.0104193038767,0.898215250466103,267470.65695929294,3681.436766341489
98,"ARIMAX(3,1,4)",0.9011089876401253,17632.397044277885,1550.4488073055138,0.871399139257039,96459.39449892644,6883.680417844942,0.9139918899316924,21941.770346202924,2064.6964198916335,0.9148467450599221,244644.47653840433,3342.3206799283266
99,"ARIMAX(3,2,1)",0.8342337990528049,22828.687201250057,1878.3551706848366,0.7815625829354039,125714.71350504967,8422.057415054885,0.8410208292687177,29831.292917565945,2476.4964759780714,0.8797867733882669,290677.16465669835,3910.853449955373
100,"ARIMAX(3,2,2)",0.8337329832312613,22863.146413436967,1829.5710777775307,0.784265206458993,124934.58842427659,8288.119653520791,0.8236997947103532,31414.371251976056,2738.840288676945,0.8775594813791964,293357.6165909838,4014.241921939731
101,"ARIMAX(3,2,3)",0.871563637560745,20094.48794255573,1733.1467020723007,0.7903175360232363,123169.63356982903,8051.497543402649,0.856951099584727,28297.249549149867,2398.1382152667156,0.8909018963648424,276913.0283237571,3780.860750559455
102,"ARIMAX(3,2,4)",0.8704926422696901,20178.095197594997,1761.3255476018019,0.7975967982115634,121012.79249607939,8012.061502184756,0.8596860525260162,28025.43642256206,2409.507193899892,0.8929890795850025,274251.3903873876,3803.2099231784937
103,"ARX(4,0,0)",0.8375170214807821,22601.480121428154,1867.323508905505,0.7953698401223226,121676.69798822014,8634.385301204855,0.844402259907857,29512.33726757468,2433.3278094298516,0.8825255810336666,287346.8503291768,3876.6507750708906
104,"ARMAX(4,0,1)",0.83520712434376,22761.567211265457,1863.2160515295682,0.8308222643271547,110635.42224162488,8012.71022248316,0.8641646471121949,27574.545987682533,2369.8044818815597,0.8911452042557853,276604.0736802748,3766.4726448546076
105,"ARMAX(4,0,2)",0.8547254670517854,21371.139992751017,1886.6267054304094,0.8269545931033827,111892.92628974238,8377.447743320357,0.8598405049802075,28010.007488519383,2383.5941244055957,0.8940369560441973,272905.3195014117,3715.253621272161
106,"ARMAX(4,0,3)",0.8864868577043653,18891.04655480174,1644.929659156153,0.8291328218658187,111186.46360443044,8110.3941133241,0.9057827055215975,22965.043763456684,2021.7244817126732,0.8929282213201699,274329.36416494707,3970.680382046181
